"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000196924",70062.3830068981,-0.821816480864182,0.0369308944745181,-22.2528182043147,1.05923480450385e-109,5.36460568686521e-108,"FLNA","2316","filamin A"
"ENSG00000120708",67876.1612526999,0.713984060680533,0.0320975948559605,22.2441607816589,1.28473042375263e-109,6.48436883057065e-108,"TGFBI","7045","transforming growth factor beta induced"
"ENSG00000087586",566.2515951957,-2.02575148884101,0.0911414691647691,-22.22645199167,1.90618243640939e-109,9.58816271256028e-108,"AURKA","6790","aurora kinase A"
"ENSG00000115919",322.712914406034,3.79055529846719,0.170571048675245,22.222735498825,2.07065838099471e-109,1.03800555167007e-107,"KYNU","8942","kynureninase"
"ENSG00000107796",3674.06604080212,-1.32533352184466,0.0597804165519626,-22.1700282180645,6.68684786846358e-109,3.34070386052258e-107,"ACTA2","59","actin alpha 2, smooth muscle"
"ENSG00000080573",1593.4319963786,1.24968630723685,0.056479977635845,22.126182756201,1.7693691537259e-108,8.80978465797712e-107,"COL5A3","50509","collagen type V alpha 3 chain"
"ENSG00000176890",325.036329396194,-2.89694781957403,0.131029403215279,-22.1091430510021,2.58123720796676e-108,1.28088464548869e-106,"TYMS","7298","thymidylate synthetase"
"ENSG00000114739",291.174217170139,3.56367290530309,0.161345201862139,22.0872567896259,4.19084420811086e-108,2.07263966238718e-106,"ACVR2B","93","activin A receptor type 2B"
"ENSG00000130723",2782.01016082645,-1.06261530329031,0.0481314702898915,-22.0773497441544,5.2180271937056e-108,2.57201621340579e-106,NA,NA,NA
"ENSG00000162909",13480.5352956144,-0.794597399305225,0.0360413123364913,-22.0468497896706,1.02408976138775e-107,5.03101163444424e-106,"CAPN2","824","calpain 2"
"ENSG00000075624",89742.3446673756,-0.933351341406808,0.0424302366371088,-21.9973164276561,3.05528254157831e-107,1.49597189693625e-105,"ACTB","60","actin beta"
"ENSG00000188487",282.820851484022,4.38603178024935,0.199724935772762,21.960361450508,6.89484522173675e-107,3.3647757906608e-105,"INSC","387755","INSC spindle orientation adaptor protein"
"ENSG00000169851",1001.60373732125,-1.59465706513087,0.0726398546291835,-21.9529220325588,8.12102298510435e-107,3.9500870215996e-105,"PCDH7","5099","protocadherin 7"
"ENSG00000182985",3795.44250080427,0.994396184394203,0.0454120709997495,21.8971776116462,2.76378819522412e-106,1.33989179017148e-104,"CADM1","23705","cell adhesion molecule 1"
"ENSG00000135503",977.65298898257,1.609700722544,0.0735460087216003,21.8869895256632,3.45597341484675e-106,1.66997167829546e-104,"ACVR1B","91","activin A receptor type 1B"
"ENSG00000164104",702.149152912937,-1.81659428502831,0.0830115220777477,-21.8836402412535,3.71937895924017e-106,1.79137931703535e-104,"HMGB2","3148","high mobility group box 2"
"ENSG00000197586",856.777117823971,-1.69020844053997,0.0772538115111705,-21.8786414220557,4.15023136626084e-106,1.99238142918411e-104,"ENTPD6","955","ectonucleoside triphosphate diphosphohydrolase 6"
"ENSG00000090889",306.183799947627,-3.24452209879661,0.148378652115601,-21.8665020374279,5.41534371589948e-106,2.59127713262749e-104,"KIF4A","24137","kinesin family member 4A"
"ENSG00000113368",458.103921938047,-2.36416749937348,0.108156831675835,-21.8586978070816,6.42510265357082e-106,3.06450365399116e-104,"LMNB1","4001","lamin B1"
"ENSG00000204262",23259.1180399229,0.752887902912939,0.0345099875507046,21.816522008498,1.61699497649081e-105,7.68750708500695e-104,"COL5A2","1290","collagen type V alpha 2 chain"
"ENSG00000204394",2028.96961677403,-1.17279045497375,0.0538745303917166,-21.7689220944758,4.57257397499409e-105,2.16690016860009e-103,"VARS1","7407","valyl-tRNA synthetase 1"
"ENSG00000165029",2781.37591912918,1.32641292210735,0.0610010985987315,21.7440825259978,7.85881115513163e-105,3.71228073090801e-103,"ABCA1","19","ATP binding cassette subfamily A member 1"
"ENSG00000181789",4213.6782422913,-1.0333937818753,0.0475493686527679,-21.7330705150204,9.98940698078523e-105,4.70363834130392e-103,"COPG1","22820","COPI coat complex subunit gamma 1"
"ENSG00000186480",2070.26356084303,2.59794153305796,0.119731649124338,21.6980351649551,2.14118355083215e-104,1.00499245771224e-102,"INSIG1","3638","insulin induced gene 1"
"ENSG00000168621",298.434562927483,3.53230156284069,0.16296832925762,21.6747731226772,3.5498201107691e-104,1.66086504103222e-102,"GDNF","2668","glial cell derived neurotrophic factor"
"ENSG00000175216",2373.60294499881,-1.1364911279739,0.0524778712600567,-21.6565783002507,5.26950436818421e-104,2.45765681576895e-102,"CKAP5","9793","cytoskeleton associated protein 5"
"ENSG00000143149",1010.25440517232,-1.45276924469579,0.0671455925049483,-21.6361073079923,8.21531532094225e-104,3.8194737287081e-102,"ALDH9A1","223","aldehyde dehydrogenase 9 family member A1"
"ENSG00000109861",5662.65074875986,0.89341080296747,0.0413240474260304,21.6196345376543,1.17403251295784e-103,5.4411607471612e-102,"CTSC","1075","cathepsin C"
"ENSG00000177469",23132.4052573381,-0.984919519662975,0.0455832926454604,-21.6070288586549,1.54261017764455e-103,7.12695573608946e-102,"CAVIN1","284119","caveolae associated protein 1"
"ENSG00000081307",1208.63647082035,1.37548770485302,0.0637199871308793,21.5864404057051,2.40865506089682e-103,1.10933619648429e-101,"UBA5","79876","ubiquitin like modifier activating enzyme 5"
"ENSG00000183856",323.429239491754,-2.81373707390766,0.130539001605605,-21.5547617133517,4.7772225442811e-103,2.19335532266713e-101,"IQGAP3","128239","IQ motif containing GTPase activating protein 3"
"ENSG00000189056",1627.76146781533,-3.12240029434527,0.144982250332827,-21.5364314402444,7.09679397687627e-103,3.24821582705598e-101,"RELN","5649","reelin"
"ENSG00000125538",286.388991435147,4.46985055150563,0.207655477484094,21.5253197539565,9.01961223134997e-103,4.11551223113424e-101,"IL1B","3553","interleukin 1 beta"
"ENSG00000065308",4222.50199760635,-1.23402523237793,0.0573405111055048,-21.5210016197337,9.90006190720095e-103,4.50330593791135e-101,"TRAM2","9697","translocation associated membrane protein 2"
"ENSG00000137812",300.153048001711,-3.00238727849414,0.13984438129676,-21.4694880884979,3.00307910596383e-102,1.36182707272908e-100,"KNL1","57082","kinetochore scaffold 1"
"ENSG00000175040",589.693116509631,2.02107463308378,0.0941513978275599,21.4662201488014,3.22181657719728e-102,1.45653781333539e-100,"CHST2","9435","carbohydrate sulfotransferase 2"
"ENSG00000170525",1946.62870336024,1.21025615382391,0.0565149911002203,21.4147809326859,9.73002759040111e-102,4.38535616597344e-100,"PFKFB3","5209","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3"
"ENSG00000162520",248.715147599884,-3.52266962028054,0.164601279604195,-21.4012286462855,1.30133331486956e-101,5.8472714617523e-100,"SYNC","81493","syncoilin, intermediate filament protein"
"ENSG00000142945",300.535541619319,-2.95302462701478,0.138415331944888,-21.3345197061736,5.42992871597102e-101,2.4324100126438e-99,"KIF2C","11004","kinesin family member 2C"
"ENSG00000213190",1959.10435827112,1.22094811772706,0.057270611056141,21.3189294685575,7.57719098949617e-101,3.38401941827862e-99,"MLLT11","10962","MLLT11 transcription factor 7 cofactor"
"ENSG00000140931",1215.09540937043,1.31659117772597,0.0617608961082537,21.3175530260809,7.80332689098024e-101,3.47448434197181e-99,"CMTM3","123920","CKLF like MARVEL transmembrane domain containing 3"
"ENSG00000130962",803.771573940502,1.61357673857009,0.0757306437496044,21.306787565483,9.82066097102561e-101,4.35954522261974e-99,"PRRG1","5638","proline rich and Gla domain 1"
"ENSG00000146918",411.384817035459,-2.38462725743113,0.112514106560686,-21.1940291784208,1.08411388551055e-99,4.79809923262898e-98,"NCAPG2","54892","non-SMC condensin II complex subunit G2"
"ENSG00000143924",820.18888542812,-1.5681572650606,0.0740170548194259,-21.186431544545,1.27394136869852e-99,5.62136164427508e-98,"EML4","27436","EMAP like 4"
"ENSG00000103187",8933.45910086549,-0.804864927699223,0.038019839017588,-21.1696037778301,1.82081710203578e-99,8.01050819397116e-98,"COTL1","23406","coactosin like F-actin binding protein 1"
"ENSG00000115884",700.219270046812,-1.69959534419845,0.080320469950472,-21.1601767923728,2.2238721993285e-99,9.75459180764981e-98,"SDC1","6382","syndecan 1"
"ENSG00000121068",4581.58505115848,1.11779130176954,0.0528303186553918,21.1581404431952,2.322009930738e-99,1.01548315605984e-97,"TBX2","6909","T-box transcription factor 2"
"ENSG00000114251",13806.3430489876,0.758770080940361,0.0358867945172486,21.1434342673227,3.17139827247364e-99,1.38284224082002e-97,"WNT5A","7474","Wnt family member 5A"
"ENSG00000157168",1902.05218544265,2.58688975359066,0.122424260160022,21.1305320547521,4.16824107736796e-99,1.81213973446162e-97,"NRG1","3084","neuregulin 1"
"ENSG00000123908",2551.48321061291,1.30945169465325,0.0619820232633565,21.126314142562,4.55766633453396e-99,1.97561430701063e-97,"AGO2","27161","argonaute RISC catalytic component 2"
"ENSG00000110422",1759.30250992998,1.17316789705326,0.0555391929320945,21.1232435171978,4.86380823138657e-99,2.10213506493183e-97,"HIPK3","10114","homeodomain interacting protein kinase 3"
"ENSG00000074410",288.491968674274,-2.94098455065858,0.139391517197367,-21.0987340534818,8.16940893408214e-99,3.52048973305563e-97,"CA12","771","carbonic anhydrase 12"
"ENSG00000107731",747.356611357585,1.64047750101693,0.0777568552842744,21.0975288933618,8.3802693405986e-99,3.6008282665231e-97,"UNC5B","219699","unc-5 netrin receptor B"
"ENSG00000059573",1985.98569092664,-1.21016321988365,0.0575103759829277,-21.0425197053641,2.67764864794403e-98,1.14718563294765e-96,"ALDH18A1","5832","aldehyde dehydrogenase 18 family member A1"
"ENSG00000079308",3767.50992404439,-1.29162831707728,0.0614799246047915,-21.0089443892489,5.43290707460541e-98,2.32087491204448e-96,"TNS1","7145","tensin 1"
"ENSG00000184678",729.946243456013,1.6995110655603,0.0810666795992531,20.9643601287446,1.38774276070559e-97,5.91114242984944e-96,"H2BC21","8349","H2B clustered histone 21"
"ENSG00000159840",7610.81018375422,-1.0546003072042,0.050321971310098,-20.9570547366965,1.6179366402113e-97,6.87180121136432e-96,"ZYX","7791","zyxin"
"ENSG00000136938",1384.47032293544,-1.32669001616335,0.0633374902945197,-20.9463622570809,2.02523433477948e-97,8.57698380056898e-96,"ANP32B","10541","acidic nuclear phosphoprotein 32 family member B"
"ENSG00000139629",583.176706075787,-1.97210529062495,0.0942014226269439,-20.9349841608537,2.57150494270996e-97,1.0859266431421e-95,"GALNT6","11226","polypeptide N-acetylgalactosaminyltransferase 6"
"ENSG00000156970",268.53659875801,-3.08544701930901,0.147530285013635,-20.9139907716157,3.99389114414004e-97,1.6817705052096e-95,"BUB1B","701","BUB1 mitotic checkpoint serine/threonine kinase B"
"ENSG00000116133",2749.36118050739,-0.998141117598996,0.0477467926618108,-20.9048830707604,4.83381728968452e-97,2.0296523992983e-95,"DHCR24","1718","24-dehydrocholesterol reductase"
"ENSG00000092445",393.504792985192,-2.23026019496119,0.10673644808395,-20.8950197893699,5.94320398050518e-97,2.4883789847922e-95,"TYRO3","7301","TYRO3 protein tyrosine kinase"
"ENSG00000137124",406.518564113566,-2.24190763982536,0.10732243772585,-20.8894587872873,6.67717593815041e-97,2.78776824295923e-95,"ALDH1B1","219","aldehyde dehydrogenase 1 family member B1"
"ENSG00000167378",1126.22007583382,1.73441911531931,0.083061984675678,20.8810218307627,7.96697709142168e-97,3.31687311789189e-95,"IRGQ","126298","immunity related GTPase Q"
"ENSG00000155363",563.192033014703,-1.81742731608988,0.0870401285992374,-20.8803381306792,8.08179379554425e-97,3.35519653404876e-95,"MOV10","4343","Mov10 RISC complex RNA helicase"
"ENSG00000145623",4623.71078281806,1.06228341706797,0.0509715353204407,20.8407184596217,1.85040894053684e-96,7.66048510270562e-95,"OSMR","9180","oncostatin M receptor"
"ENSG00000134508",635.327295535804,1.94224858518405,0.0933068874406476,20.8157043757302,3.11927557915937e-96,1.28772782872972e-94,"CABLES1","91768","Cdk5 and Abl enzyme substrate 1"
"ENSG00000059377",647.559048040463,2.02879434911746,0.0975269950304234,20.8023875695604,4.11791863910393e-96,1.69524818165122e-94,"TBXAS1","6916","thromboxane A synthase 1"
"ENSG00000164327",1053.03461763331,1.46451556419013,0.0704069060607929,20.8007374010384,4.26206123490413e-96,1.74970079331524e-94,"RICTOR","253260","RPTOR independent companion of MTOR complex 2"
"ENSG00000164171",15424.3483967969,1.00770769304737,0.0485069450557225,20.774503360081,7.36215298035843e-96,3.01398362845896e-94,"ITGA2","3673","integrin subunit alpha 2"
"ENSG00000134668",1107.14177687524,-1.44578275479632,0.0697188781500258,-20.7373209833524,1.59568746734906e-95,6.51447143872311e-94,"SPOCD1","90853","SPOC domain containing 1"
"ENSG00000101057",273.977914673368,-3.17264054986465,0.153009044987363,-20.7349869422862,1.67500430219651e-95,6.81939596844537e-94,"MYBL2","4605","MYB proto-oncogene like 2"
"ENSG00000134851",1218.54272338536,-1.4215058574059,0.0686401687994817,-20.7095332407841,2.8419675959237e-95,1.15385450216869e-93,"TMEM165","55858","transmembrane protein 165"
"ENSG00000168140",4741.71030557611,1.2231897150103,0.0590662972898604,20.708758990049,2.88801066503531e-95,1.16932695552996e-93,"VASN","114990","vasorin"
"ENSG00000164220",1698.37961936364,1.24627475602528,0.0602448016716043,20.6868430378235,4.55048535973089e-95,1.83739871867709e-93,"F2RL2","2151","coagulation factor II thrombin receptor like 2"
"ENSG00000198792",2375.57190251514,-1.0326235403873,0.0499200384328459,-20.6855517905183,4.67396163886297e-95,1.88209963479679e-93,"TMEM184B","25829","transmembrane protein 184B"
"ENSG00000115306",5899.20908881407,-0.852133174193325,0.04124413814238,-20.6607099232297,7.820607941099e-95,3.14060272032472e-93,"SPTBN1","6711","spectrin beta, non-erythrocytic 1"
"ENSG00000049130",2425.07324112005,1.06991775720674,0.0518511089301057,20.6344238201148,1.34741568932222e-94,5.39625337750841e-93,"KITLG","4254","KIT ligand"
"ENSG00000105976",970.935066273636,-1.42061530805468,0.0688654518667544,-20.6288533589148,1.51192691206081e-94,6.03869344985155e-93,"MET","4233","MET proto-oncogene, receptor tyrosine kinase"
"ENSG00000177374",1294.28967881184,1.28662024153525,0.0623939117264973,20.6209260796971,1.78116343583527e-94,7.09480722090275e-93,"HIC1","3090","HIC ZBTB transcriptional repressor 1"
"ENSG00000096696",3646.98281018051,1.21891410112656,0.0591802007472323,20.5966537074237,2.9407459481518e-94,1.16821330953804e-92,"DSP","1832","desmoplakin"
"ENSG00000101335",12015.7240090607,-1.07688151634257,0.0523550445779301,-20.5688205410587,5.22206004057604e-94,2.06889034618305e-92,"MYL9","10398","myosin light chain 9"
"ENSG00000204580",1637.10661427653,1.31578829207942,0.063976370446491,20.5667855631155,5.44580436564729e-94,2.15174972495737e-92,"DDR1","780","discoidin domain receptor tyrosine kinase 1"
"ENSG00000143549",7704.01455203223,-0.901706982339958,0.0438893719361619,-20.5449962613161,8.53178862462007e-94,3.3620722125575e-92,"TPM3","7170","tropomyosin 3"
"ENSG00000072110",19392.8691966203,-0.781798886574935,0.0380809718311617,-20.529909006555,1.16392613766438e-93,4.5743849111727e-92,"ACTN1","87","actinin alpha 1"
"ENSG00000164611",280.216894109733,-2.7660722290239,0.135056743219128,-20.4808154194565,3.19268931287056e-93,1.25143231630549e-91,"PTTG1","9232","PTTG1 regulator of sister chromatid separation, securin"
"ENSG00000169432",2258.17291503267,-1.19533434116216,0.0584643401556861,-20.4455286415459,6.58411071004906e-93,2.57391574654385e-91,"SCN9A","6335","sodium voltage-gated channel alpha subunit 9"
"ENSG00000177707",1729.79364294865,-1.27297106766519,0.0622733629320541,-20.4416624978824,7.12696426224006e-93,2.77876188616122e-91,"NECTIN3","25945","nectin cell adhesion molecule 3"
"ENSG00000136888",2014.1615244588,1.05828457036575,0.0517805367019957,20.4378833780022,7.7007193159845e-93,2.99454356936621e-91,"ATP6V1G1","9550","ATPase H+ transporting V1 subunit G1"
"ENSG00000276644",229.621412252385,4.66280108693335,0.229215439081493,20.3424389980798,5.41684531562393e-92,2.10088069109646e-90,"DACH1","1602","dachshund family transcription factor 1"
"ENSG00000108424",6108.72711023612,-0.874751217871702,0.0430345641540448,-20.3267126103677,7.46386002027851e-92,2.88720128553451e-90,"KPNB1","3837","karyopherin subunit beta 1"
"ENSG00000112697",8923.078304794,0.826553580301212,0.0406694640758469,20.3236899989565,7.93795667072517e-92,3.06255511552742e-90,"TMEM30A","55754","transmembrane protein 30A"
"ENSG00000100297",399.329319916742,-2.46315174328312,0.121354309149306,-20.2971922509371,1.36144977221296e-91,5.23891559866177e-90,"MCM5","4174","minichromosome maintenance complex component 5"
"ENSG00000113742",885.591205696312,1.46153571505513,0.0720287239795709,20.2910121727223,1.54383926709307e-91,5.92528727042127e-90,"CPEB4","80315","cytoplasmic polyadenylation element binding protein 4"
"ENSG00000076604",1257.88712752769,1.38060885003055,0.0680454366836271,20.2895141440506,1.59160225450531e-91,6.09273611088293e-90,"TRAF4","9618","TNF receptor associated factor 4"
"ENSG00000010292",1285.17484165626,-1.31368005386264,0.0648450927649179,-20.2587427644696,2.97461490757947e-91,1.13574804424628e-89,"NCAPD2","9918","non-SMC condensin I complex subunit D2"
"ENSG00000174282",1920.43286375578,-1.06551751091722,0.052664472427439,-20.232188072999,5.09893650179218e-91,1.94181204556623e-89,"ZBTB4","57659","zinc finger and BTB domain containing 4"
"ENSG00000138439",346.205455204326,2.55684237527184,0.126390523051488,20.2297000878006,5.36281306954117e-91,2.03703966543551e-89,"FAM117B","150864","family with sequence similarity 117 member B"
"ENSG00000144802",658.553111265357,1.94416698234105,0.0961193168453648,20.2266000856913,5.71073926380841e-91,2.16362147223672e-89,"NFKBIZ","64332","NFKB inhibitor zeta"
"ENSG00000113657",2498.9388223355,-0.954830880814716,0.0472429482544547,-20.2110773373396,7.82218912667686e-91,2.95598521407599e-89,"DPYSL3","1809","dihydropyrimidinase like 3"
"ENSG00000183098",1041.64703780481,-1.39897972936567,0.0693181361368481,-20.1820159532824,1.40881780822241e-90,5.31027029605675e-89,"GPC6","10082","glypican 6"
"ENSG00000159167",15599.4571733462,3.76489178106176,0.187081599369864,20.1243296708112,4.51841382028831e-90,1.69878527763799e-88,"STC1","6781","stanniocalcin 1"
"ENSG00000143384",6508.17233634694,0.90077087513338,0.0448854961091211,20.0681947002104,1.39998096834011e-89,5.25010674590244e-88,"MCL1","4170","MCL1 apoptosis regulator, BCL2 family member"
"ENSG00000168398",2070.2424257952,1.05140314676064,0.0524991972924263,20.0270328116487,3.2017559715776e-89,1.19765176419063e-87,"BDKRB2","624","bradykinin receptor B2"
"ENSG00000254726",969.467071635006,1.62550187502457,0.0811689743321323,20.0261477787465,3.25915372121451e-89,1.21603563400657e-87,"MEX3A","92312","mex-3 RNA binding family member A"
"ENSG00000130402",9965.94259828059,-0.821720624733413,0.0410400107985791,-20.0224271081786,3.51189661024541e-89,1.30702859196457e-87,"ACTN4","81","actinin alpha 4"
"ENSG00000237649",344.951209818618,-2.71783588359136,0.135925204407582,-19.9950840275488,6.07764366674134e-89,2.25622953048952e-87,"KIFC1","3833","kinesin family member C1"
"ENSG00000120156",615.114043443988,1.74822096472656,0.0874495214527062,19.9912010458745,6.56953680176469e-89,2.43270938151779e-87,"TEK","7010","TEK receptor tyrosine kinase"
"ENSG00000119655",1460.48511218874,1.15264001114325,0.057666913126045,19.9878916463567,7.01998766614928e-89,2.59299694796261e-87,"NPC2","10577","NPC intracellular cholesterol transporter 2"
"ENSG00000183283",2516.66265048385,0.973616328205058,0.0487658256879798,19.965135716856,1.10726609591504e-88,4.07972193039897e-87,"DAZAP2","9802","DAZ associated protein 2"
"ENSG00000167244",723.887799271632,1.68730153255752,0.0845327060640187,19.9603397444733,1.21880856407794e-88,4.47950140084305e-87,"IGF2","3481","insulin like growth factor 2"
"ENSG00000172716",419.63994515886,-2.02544525039726,0.101635962587705,-19.9284308312565,2.3068187343171e-88,8.4571876881506e-87,"SLFN11","91607","schlafen family member 11"
"ENSG00000138182",319.095678403888,-2.48274457513903,0.12462221345728,-19.9221672145159,2.61427452717441e-88,9.56059006985024e-87,"KIF20B","9585","kinesin family member 20B"
"ENSG00000196562",255.766177086689,3.0057349867766,0.151004314874781,19.9049609229318,3.68579029891032e-88,1.34458359963714e-86,"SULF2","55959","sulfatase 2"
"ENSG00000078804",1248.56960794828,1.20616622703034,0.0607237943656327,19.8631564386065,8.48092645543061e-88,3.08621960741078e-86,"TP53INP2","58476","tumor protein p53 inducible nuclear protein 2"
"ENSG00000115415",4475.08556424266,0.845311051190103,0.0425661600302601,19.8587575338996,9.25724537636666e-88,3.36042567381507e-86,"STAT1","6772","signal transducer and activator of transcription 1"
"ENSG00000140285",1671.15657788266,1.08996936825149,0.0549306567659745,19.8426422042463,1.27574429084124e-87,4.61963620599956e-86,"FGF7","2252","fibroblast growth factor 7"
"ENSG00000151640",905.902773634274,1.44476531274714,0.0728569229496808,19.830171989901,1.63479842875199e-87,5.90530863797717e-86,"DPYSL4","10570","dihydropyrimidinase like 4"
"ENSG00000136699",957.321892708227,-1.57624459492729,0.0795157247374393,-19.8230551269204,1.88321411966848e-87,6.78601704050711e-86,"SMPD4","55627","sphingomyelin phosphodiesterase 4"
"ENSG00000144320",737.601186508876,-1.52005310866857,0.0766866765170789,-19.821606277722,1.93822430557125e-87,6.9672072720754e-86,"LNPK","80856","lunapark, ER junction formation factor"
"ENSG00000135842",606.549895654661,-1.95049856972012,0.0985470401988596,-19.7925636912501,3.45036532747189e-87,1.23726238920391e-85,"NIBAN1","116496","niban apoptosis regulator 1"
"ENSG00000167470",1805.02192044965,1.22967070331238,0.0621492387908257,19.7857725571034,3.94801316629659e-87,1.41227713701163e-85,"MIDN","90007","midnolin"
"ENSG00000197879",6197.94994536299,-0.78999589385761,0.0399706361989905,-19.764406298781,6.03036254455057e-87,2.15194874531686e-85,"MYO1C","4641","myosin IC"
"ENSG00000170312",258.398617767853,-2.72622711904589,0.137975727844609,-19.7587442489611,6.74622591856812e-87,2.4015912460835e-85,"CDK1","983","cyclin dependent kinase 1"
"ENSG00000105443",1191.82823420517,1.27328906522513,0.064605051015937,19.7088160322175,1.81155907912181e-86,6.43343559231258e-85,"CYTH2","9266","cytohesin 2"
"ENSG00000159792",1025.7638957713,1.35895429041434,0.0689772352612366,19.701489705518,2.09368179062635e-86,7.41747168996421e-85,"PSKH1","5681","protein serine kinase H1"
"ENSG00000023287",2168.20942069108,1.13965284075594,0.0579011898037987,19.6827188632515,3.03287157285093e-86,1.07190554533998e-84,"RB1CC1","9821","RB1 inducible coiled-coil 1"
"ENSG00000157600",859.947435465029,1.69863983767538,0.0863566948478697,19.670042266761,3.89455876283588e-86,1.37315806331759e-84,"TMEM164","84187","transmembrane protein 164"
"ENSG00000130066",795.231112216481,1.60128480070218,0.0814561102900958,19.6582527081075,4.91360797798389e-86,1.72832349354479e-84,"SAT1","6303","spermidine/spermine N1-acetyltransferase 1"
"ENSG00000182372",937.782596776233,1.40120907675304,0.0712964761883522,19.6532725271205,5.42029273801445e-86,1.90200653268707e-84,"CLN8","2055","CLN8 transmembrane ER and ERGIC protein"
"ENSG00000065534",14645.00523849,-0.758048442967316,0.0385736295032003,-19.6519864148232,5.55940128999315e-86,1.94618660835912e-84,"MYLK","4638","myosin light chain kinase"
"ENSG00000035403",13828.7962684028,-0.96091209760064,0.0489487447442776,-19.6309854853423,8.40682287011671e-86,2.93601316255403e-84,"VCL","7414","vinculin"
"ENSG00000082781",6362.01841361423,0.818605083497247,0.0417149590459391,19.6237777099517,9.68791012267798e-86,3.37542362619452e-84,"ITGB5","3693","integrin subunit beta 5"
"ENSG00000213923",3662.4282264039,1.01362018256295,0.0516811149425051,19.6129704959074,1.19824939021545e-85,4.16504705495172e-84,"CSNK1E","1454","casein kinase 1 epsilon"
"ENSG00000142634",1068.14842431117,-1.26513375586564,0.0645177325179522,-19.6090858511436,1.29335626543258e-85,4.4850552093989e-84,"EFHD2","79180","EF-hand domain family member D2"
"ENSG00000154736",354.049538334465,2.64612251103709,0.134959648093846,19.60676801111,1.35365215010136e-85,4.68312802539761e-84,"ADAMTS5","11096","ADAM metallopeptidase with thrombospondin type 1 motif 5"
"ENSG00000152049",330.933800670777,2.4877445382413,0.12692137973457,19.6006736094731,1.52590620584277e-85,5.26669921819922e-84,"KCNE4","23704","potassium voltage-gated channel subfamily E regulatory subunit 4"
"ENSG00000204386",1279.56103530697,1.31975187612516,0.0673596814444444,19.5926086321183,1.78790468435717e-85,6.15657458833084e-84,"NEU1","4758","neuraminidase 1"
"ENSG00000133110",8823.2499108349,1.98275065183465,0.101377322994722,19.5581279250971,3.51756596555142e-85,1.20843559907452e-83,"POSTN","10631","periostin"
"ENSG00000005486",1060.93714810649,1.34462131692394,0.0688283534649638,19.535863481151,5.44177551643758e-85,1.86513692002923e-83,"RHBDD2","57414","rhomboid domain containing 2"
"ENSG00000101236",1617.38626144517,1.17542163939483,0.060174257852843,19.5336291852463,5.68519584925005e-85,1.94404678483172e-83,"RNF24","11237","ring finger protein 24"
"ENSG00000186469",1074.44359369348,1.49321865577535,0.0765483053300194,19.5068806466414,9.59619884067993e-85,3.27381431745233e-83,"GNG2","54331","G protein subunit gamma 2"
"ENSG00000168300",841.977281301922,1.52643671015307,0.0782569385300206,19.5054488308089,9.86871175704716e-85,3.3590086345349e-83,"PCMTD1","115294","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1"
"ENSG00000137501",417.114534231623,-2.10265733268028,0.107811510906648,-19.5030875181866,1.03350955322277e-84,3.50964603580579e-83,"SYTL2","54843","synaptotagmin like 2"
"ENSG00000148154",1635.71941559561,-1.14011709919335,0.0584823630076747,-19.4950586904933,1.20915849399826e-84,4.09668457116009e-83,"UGCG","7357","UDP-glucose ceramide glucosyltransferase"
"ENSG00000276043",541.826907445953,-1.81081429376555,0.0929483565561373,-19.4819398734811,1.56245823389808e-84,5.28153886495181e-83,"UHRF1","29128","ubiquitin like with PHD and ring finger domains 1"
"ENSG00000151893",682.963848989728,-1.6684332629748,0.0857647884666695,-19.4535927016621,2.71709966440423e-84,9.16352742654222e-83,"CACUL1","143384","CDK2 associated cullin domain 1"
"ENSG00000137575",3419.39272672468,0.990076050526891,0.050901410131468,19.4508570188866,2.86600774085271e-84,9.64365801020255e-83,"SDCBP","6386","syndecan binding protein"
"ENSG00000139567",436.249907247315,2.21057723041312,0.113715316371263,19.43957332182,3.57123401891877e-84,1.19892589910763e-82,"ACVRL1","94","activin A receptor like type 1"
"ENSG00000172667",4405.6648816574,0.982910330715037,0.0505947518329749,19.4271203060716,4.55193506047609e-84,1.52469133912038e-82,"ZMAT3","64393","zinc finger matrin-type 3"
"ENSG00000142197",550.841111172549,-1.70221778799413,0.0876450939276111,-19.4217121770677,5.05753465340726e-84,1.6902028508371e-82,"DOP1B","9980","DOP1 leucine zipper like protein B"
"ENSG00000153786",1524.09315285319,-1.12861055985113,0.0581115080282257,-19.4214639775473,5.08203759961959e-84,1.6945490982623e-82,"ZDHHC7","55625","zinc finger DHHC-type palmitoyltransferase 7"
"ENSG00000143515",2068.39070230711,-0.987265411039451,0.0508677500798762,-19.4084741214065,6.54417603136182e-84,2.17715725395509e-82,"ATP8B2","57198","ATPase phospholipid transporting 8B2"
"ENSG00000001617",1306.07765179521,1.39702346785668,0.0720367378302524,19.3932083813766,8.80682008214246e-84,2.92330888222107e-82,"SEMA3F","6405","semaphorin 3F"
"ENSG00000275832",3042.96502862824,-0.97537714894496,0.0503381066474942,-19.3765163989042,1.2181943009206e-83,4.0345500240377e-82,"ARHGAP23","57636","Rho GTPase activating protein 23"
"ENSG00000120137",1971.2793970482,1.08726497248846,0.0561620041135131,19.3594404197348,1.69718992517317e-83,5.60833747022469e-82,"PANK3","79646","pantothenate kinase 3"
